-1.630478453640282765e-06 3.208438362212184813e-06 1.567434147753399287e-06 -3.284912966639019771e-07 5.704260744310296616e-07 3.094013933946371253e-08 3.027709749581219967e-07 2.175355492961550397e-06 -4.763559130482875048e-07 -3.011419849596741471e-06 -1.726039242089250081e-07 -1.435223315193745464e-06 -9.705015888150647640e-07 -1.690585581248793545e-06 1.986602757297895039e-07 1.038610593362410128e-06 -2.460070126775182331e-06
6.694799228879055875e-07 -2.953127950511280631e-07 -3.404213057278671073e-06 4.621065197163432003e-06 1.461967671922970169e-06 -4.234360737043196821e-06 -6.370365485119933169e-07 4.096915515172661060e-07 -2.599023912752684851e-06 -3.948378693441334519e-06 -1.329031329433405517e-08 -8.568532341990398038e-07 -6.348242070908227674e-08 3.170061858848161052e-06 2.008829290411906499e-06 -1.431757115644138878e-06 4.183834452498036427e-06
1.607238425710603735e+02 1.899242175501027816e+02 -2.282504100488646088e+02 -5.229024753015107052e+00 -4.355954999479827450e-06 4.182268947827694205e-06 -1.055107792802267852e-06 -2.392659334549129824e-06 -1.106420094432181145e-07 -2.823994926792749993e-06 3.276117765960151473e-06 -2.561723055904963076e-07 6.615968745071754142e-07 -1.769740437529421229e-06 1.524518677964437074e-06 2.559766371090788084e-06 4.338523193481158557e-06
-1.137659969682896843e+02 1.929148382710511100e+02 -1.262414129631315092e+02 -2.259533373902716846e+02 9.603794426382705751e-07 4.093956840200974057e-07 4.113530169269630221e-06 -2.599955528648223435e-07 3.745552895617620948e-07 3.737333081899052445e-07 9.041236648243966556e-07 5.312817963343263727e-07 -2.807245824687498725e-06 -8.254683880881685809e-07 1.293808449265299032e-06 -7.171467586442048514e-08 1.402993693444543055e-07
2.790754313826501587e+01 2.399817048693745960e+02 -2.222711486040089710e+02 -1.451544462531191471e+02 2.331896080421273041e+02 3.927520227686954968e+01 -2.118811909093396935e+02 -4.708519656633935568e+00 -2.754557915096711440e-06 3.347301213985076629e-06 2.076854827004481763e-06 -3.229174427854530904e-07 3.157000216802430259e-07 5.391635748974721309e-07 3.750241256428310521e-06 2.538403071072892203e-06 2.892773937057668832e-06
-1.897987799820696466e+02 1.230122267381591712e+02 -3.616215378126632629e+01 -2.369611942998688789e+02 1.672827980030151025e+02 2.225544742527114863e+02 -2.071880682361099844e+02 -2.096805311617700340e+02 2.927332383440006680e-06 -3.003471776841237784e-06 -3.841721385455798554e-08 1.248683795251892548e-07 -8.381970117987691538e-07 9.199321443498220674e-07 3.938589648866397397e-06 1.838559762767921768e-06 3.700220276015020460e-06
1.959853098538386575e+02 1.850010289532098398e+02 -2.375659082550869527e+02 2.647307857669205333e+01 1.391269134170223083e+02 -1.425557494418731324e+02 -7.906637800723632381e+01 1.733847353315524060e+02 1.019487090031232128e+02 -1.297493169902348029e+02 -1.954709074976395016e+02 -4.280343747597295412e+00 -4.334267805772284987e-07 -1.146477079938534871e-06 1.144505309969012785e-06 2.681155117367772789e-06 1.855331735467480314e-06
2.538503215373941302e+01 2.548660206598825084e+02 -2.345541825748039741e+02 -1.576223863946963490e+02 2.489032209466489576e+02 4.623046698185343217e+01 -2.267940282857672685e+02 -8.658946728070104015e+00 2.426835416240527081e+02 6.687812985861583570e+01 -2.650120249242986006e+02 -1.929137367156841663e+02 -4.215909572957504459e+00 -2.369135082558315730e-06 -1.065727922577863751e-06 2.345559940719610381e-06 1.118452747084219823e-06
-1.260313588637618523e+02 -1.518078899158913941e+02 1.816174617273863703e+02 6.105469006427583167e+00 -1.222295646693396804e+02 8.277267414119855005e+01 8.213169897849873280e+01 -1.062467415103160420e+02 -9.838891877829017574e+01 7.189199579540735385e+01 1.600227168443114465e+02 3.030844003558853572e+01 -1.155130076040804994e+02 -1.944454933704749635e+02 -1.728906216476804332e+02 -7.102720906558299419e+01 2.123940079368225042e-06
-2.235431839040904833e+01 -1.917346650578032836e+02 1.771416405718518376e+02 1.169904818453389481e+02 -1.864685367366643902e+02 -3.133728850000219524e+01 1.698082343995218366e+02 4.848121115729742137e+00 -1.817878582176079476e+02 -4.747997265546536028e+01 1.996785839464535570e+02 1.429307756880205034e+02 4.409218441397688704e-01 -1.401799554744846716e+02 -2.073942474683619821e+02 -1.770392403107796611e+02 -6.972494660243812348e+01
