-5.000000000000000000e-01,-8.807193488738450371e-03,-2.631755296857329202e-02,3.944396127697113921e-04
-4.500000000000000111e-01,-8.807193488738450371e-03,-2.631755296857329202e-02,3.944427344977244712e-04
-4.000000000000000222e-01,-8.807193488738450371e-03,-2.631755296857329202e-02,3.944424540546012659e-04
-3.499999999999999778e-01,-8.807193488738450371e-03,-2.631755296857329202e-02,3.944410095343176036e-04
-2.999999999999999889e-01,-8.807193488738450371e-03,-2.631755296857329202e-02,3.944435129738812183e-04
-2.500000000000000000e-01,-8.807193488738450371e-03,-2.631755296857329202e-02,3.944417634137652412e-04
-1.999999999999999556e-01,-8.807193488738450371e-03,-2.631755296857329202e-02,3.944402389789097114e-04
-1.499999999999999667e-01,-8.807193488738450371e-03,-2.631755296857329202e-02,3.944415470833976135e-04
-9.999999999999997780e-02,-8.807193488738450371e-03,-2.631755296857329202e-02,3.944393242749277741e-04
-4.999999999999998890e-02,-4.526005518126584651e-03,-1.321095373933905970e-02,1.750243925307616620e-04
0.000000000000000000e+00,-1.935812830924987926e-05,-1.528702527284622270e-04,1.730255238176480208e-04
5.000000000000004441e-02,4.492720780599397147e-03,1.290660850492556834e-02,3.728885353502877395e-05
1.000000000000000888e-01,8.783299905675027650e-03,2.600470373510316985e-02,1.219501535369153962e-04
1.500000000000000222e-01,8.783299905675027650e-03,2.600470373510316985e-02,1.219483475860066676e-04
2.000000000000000666e-01,8.783299905675027650e-03,2.600470373510316985e-02,1.219507961947050110e-04
2.500000000000000000e-01,8.783299905675027650e-03,2.600470373510316985e-02,1.219460879752840547e-04
3.000000000000000444e-01,8.783299905675027650e-03,2.600470373510316985e-02,1.219445417558912703e-04
3.500000000000000888e-01,8.783299905675027650e-03,2.600470373510316985e-02,1.219450309418857440e-04
4.000000000000000222e-01,8.783299905675027650e-03,2.600470373510316985e-02,1.219465119613548891e-04
4.500000000000000666e-01,8.783299905675027650e-03,2.600470373510316985e-02,1.219454971893091312e-04
5.000000000000000000e-01,8.783299905675027650e-03,2.600470373510316985e-02,1.219481710692840693e-04
