3.451558303058099852e-06 7.372991280008012183e-07 1.985491777933834356e-06 -1.741745983552256405e-07 -2.787369984130760869e-06 4.145264876145859922e-06 7.142538886728555525e-07 3.037805094280310314e-07 1.199467442036805664e-06 -1.895020758369003744e-06 5.649602331098124708e-07 1.708684188930775782e-06 -2.816885655287926227e-06 2.708023633460343582e-06 1.041455732417317925e-06 -3.737944663864678496e-06 -1.085885796212049392e-06 -3.492791472714529277e-08
2.837735474477192987e+00 2.837739180182882848e+00 -9.115400101400439326e-08 7.932254887654810460e-07 1.860397200875718582e-07 6.775828995109201003e-07 -2.347409265232580644e-06 -1.880603598194974246e-06 -3.618259927784528429e-07 3.346992884234456511e-06 7.825556678359157914e-07 -3.101510211850344589e-07 -3.961314609668420417e-07 3.855133727873050198e-06 3.856971794030661371e-06 3.365115819678465847e-06 2.333663836825983218e-06 1.845467702266123666e-08
2.999617312796379665e+00 -5.676821020807279439e+01 -6.630891689633030772e+00 9.345017668595025384e+01 4.031270243476814841e+01 -2.624025608778668417e-06 1.158620464326853838e-06 -1.666886788320720569e-06 -2.606646296379744321e-07 -1.321413142969796173e-06 -3.993526990000995092e-06 1.107214299411740654e-06 -5.211764448828648533e-07 -3.467008382641856290e-06 4.057509841136341944e-06 -1.135596700008179027e-06 -3.507619764087088754e-06 5.299906537942211671e-07
5.866550907899804912e+01 4.819142789793986026e+01 -2.073625047345532479e+01 4.647533769335988296e+01 5.673720842026148148e+01 -1.726814344293892134e-06 2.798091082618914260e-06 1.035738605124902900e-06 -1.075279314373400741e-06 -3.108422094375007383e-06 3.923553330321960519e-06 1.174023411473767986e-06 -7.035168237898292709e-07 -2.559397550665198917e-06 3.090743361765235786e-06 1.560687702337193450e-06 -2.793413070301120626e-09 -2.497073053539522469e-06
4.206199255406500725e+01 -8.030262132535845865e+00 -1.888302891536410044e+01 9.889072606091544060e+01 3.945304641601456108e+00 -1.129715734867624661e+02 2.001674289356752112e+01 1.076908447320692517e+02 3.843868921929428950e+01 1.756849376914615402e-06 -2.690578992242675938e-06 -1.985604953028130559e-06 -2.853422745481559719e-06 -1.325542194237361304e-06 -1.843605411562532215e-06 -9.670408458381518635e-07 2.815416744357535084e-06 -5.504037503545333720e-08
6.969677820098273457e+01 8.458320695350023755e+01 -2.208430521182577166e+01 1.331935363050185117e+01 3.974497635220265579e+01 -7.984952841740650342e+01 -3.718498298898834520e+01 1.038129872995983050e+02 7.169356633714154725e+01 -1.391948971883605335e-06 8.443178890413238769e-07 -2.396690519657074248e-07 -1.294827456192748638e-06 -1.075343043777099439e-07 3.078994212368790784e-07 -2.474968884350059461e-06 8.120230356178925746e-08 -3.415094231712378914e-06
-9.308253636873493164e+00 -9.051118250673204102e+01 -4.682774093624969325e+00 1.198059889887959883e+02 -3.222573130755463211e+01 -7.619767304261019092e+01 6.190418317463043252e+01 4.663645931911095488e+01 -8.123227679414443969e+01 -6.207992764976937394e+01 8.389766241011221837e+01 1.174414379349741608e+02 3.674138925456446714e+01 7.347968141065142067e-07 -3.782064722165912052e-07 1.731020831882701394e-06 -5.598246402040152336e-07 -9.726982986429932865e-07
5.116536953799958809e+01 -8.680580322558313355e+00 -2.291508843571049425e+01 1.184645249983518767e+02 5.106191743849228359e+00 -1.361770197319513898e+02 2.357234066361692371e+01 1.301587476973668629e+02 -3.768818476399186324e+01 -1.429405647079982487e+02 1.681716354797220347e+01 1.576919135932261611e+02 1.189448895499532739e+02 -7.533953539154425449e-07 -1.973641586099084133e-06 -1.024118082004754626e-07 -1.515746712171806010e-07 -3.258299137443021465e-06
1.010470669684340406e+00 1.333582858957086330e+02 1.198059103725923613e+01 -2.031889469159523003e+02 4.553294909225870413e+01 1.439759558627559102e+02 -9.548052278074570154e+01 -9.916194256243313987e+01 1.275961960811557958e+02 1.252905924570840170e+02 -1.258623091664440778e+02 -2.088923285614357326e+02 -3.831455616736455028e+01 -2.428945542991367859e+02 -2.828538946066025801e+02 -1.836646543607884894e+02 -4.003857120334017416e+00 -6.766076900144302186e-07
-7.819427138701520619e+01 3.027648276627011015e+01 3.646779795331556073e+01 -2.074474748817737861e+02 -1.885011232608285736e+00 2.271034405263416431e+02 -4.815698245409279110e+01 -2.117577178347235645e+02 7.427958364627505716e+01 2.351031635707405769e+02 -4.184577108615172847e+01 -2.682668192345114448e+02 -1.869796603762407017e+02 -1.234798055394426939e+02 -2.798850336144024027e+02 -2.968115095054448602e+02 -1.810183653098997638e+02 -3.951009204458419077e+00
