-1.009265898285760521e-06 4.163605843779394355e-06 1.402215805273998583e-06 -7.711677962873864089e-07 -9.549524001423170816e-07 -6.712862158503307697e-07 1.942850429148545999e-07 -1.074411322063428820e-06 -3.958604659348718968e-06 9.735610286693008320e-07 1.417701581130081934e-06 -1.480663676736715395e-06 3.567972969159560748e-06 -5.994822173394087628e-08 7.370091620328977911e-07 -3.007921739808794293e-06 8.808704946017265058e-07 -4.180717747687134889e-06
-3.628937905383877727e-06 1.440839749594635677e-06 -3.250476067126473190e-06 2.163741477656522250e-07 2.964589216475355116e-07 7.159608097356828793e-07 3.258966065761148556e-06 -3.660412008221758384e-06 8.170321572076311156e-07 -2.055177226317761452e-07 3.676080464337649900e-07 3.786457423646250042e-06 -1.809098624377947218e-06 -2.554926895048659219e-07 1.693585299777922160e-06 1.860087899679951917e-07 -7.292959239985075115e-07 1.945443502474053510e-06
6.934385988006420976e-03 8.795079466012573066e-03 1.820180128839395117e-03 1.422333880795462191e-05 1.143961266859838677e-06 -8.768234506517647020e-07 -3.858414256499576034e-07 4.146913393406059800e-06 6.615868122436530108e-07 9.423075627082444505e-07 3.419854117774068225e-06 -3.563370736502091685e-06 5.341217893320426846e-07 3.736932896805655879e-06 6.223171075681044329e-07 3.212900551510800007e-06 2.681597745940456079e-06 -1.464642417764450144e-06
-3.081451017259394243e-03 -6.982003553629607950e-03 -1.743859818238539805e-03 2.340771348085211867e-03 2.558865895303102933e-04 1.275877094947253099e-06 4.263308438917645660e-07 3.764153008387061128e-07 1.692203734776631663e-06 -3.299459351568945209e-07 -2.624086974621631096e-06 -4.371729752511432920e-06 9.391349286777539440e-07 -6.851417592990127758e-07 -7.947635188854107469e-07 -2.040346629497702402e-06 1.022651832140175632e-06 2.497676196075437893e-06
4.969102439783719405e-03 1.082738631442113630e-02 3.568551337264705414e-03 8.279156336150547690e-04 2.205687087539556779e-03 -9.336927233932409975e-04 3.276807605361031772e-04 2.311111065717019741e-04 2.375205812414626916e-06 1.252257335153383888e-06 -8.508193004297393003e-07 1.007918389375750401e-06 -1.818296656470874684e-06 -3.958688056179826553e-07 -1.372303340407832195e-06 1.506780750518132983e-07 -2.593371856672577191e-06 9.803792179116643801e-07
-1.901278068982149155e-02 -2.677294157703638544e-02 5.867243258272578088e-03 9.532300204293311929e-03 -9.413684338848392341e-03 -1.588530848008196106e-05 6.833402527259280212e-03 1.310017123718268395e-03 -5.162264284444550988e-06 4.098459479781602077e-07 8.397360827527844407e-07 -2.405663719444450788e-06 -1.080606555625696075e-06 2.520093430810610435e-06 -3.212838655709815416e-06 5.473687744381172671e-07 -4.713709865142301503e-07 -1.467625023246488247e-07
3.646285433117624208e-02 6.600618821451251228e-02 7.814462870212729451e-04 -1.847213524962037709e-02 1.647234481553941712e-02 -1.138497673270353130e-02 -2.226634670521657200e-02 1.060590044006095786e-02 1.840629941060384009e-02 2.103648433250497607e-03 -1.112460624960211197e-03 1.140792810000110236e-05 -1.519338658790420071e-06 2.073361310330618101e-06 3.249205940761279443e-06 -3.195275938370351065e-06 -2.294872779654011374e-06 3.629284417699246701e-06
1.074008766062308634e-02 2.455028264982447167e-02 1.113803349605917148e-02 3.142539473520791771e-03 3.810549439094840229e-03 -9.732941759082319733e-03 -1.113325972550063131e-02 -1.450362602261646983e-03 -5.437363645964532477e-05 -1.598892618413436106e-03 1.627821041389095058e-03 1.452229390631366857e-03 2.125522132415819110e-04 -4.961934595842931728e-07 3.777530978993359767e-07 -2.173946057892894856e-07 7.941772742908748128e-07 -1.123947539205527590e-06
-9.741045679156554171e-02 -1.276976860584942697e-01 2.252712624559519150e-02 2.422747275016359780e-03 -5.909173554848740073e-02 5.300166775741577130e-02 5.849549723314223515e-02 -4.473553502146697392e-02 -3.835701643073799461e-02 4.556525609484066153e-02 6.220606044328100270e-02 1.875999257168296797e-02 -5.370605242490875120e-03 -5.436420143651796155e-03 -1.128410196123141862e-03 6.343156726783261146e-05 2.413293950093153839e-06 -3.771492153303857009e-06
-6.597255714379211822e-02 -6.183142742381686485e-02 1.549946982811779839e-02 -3.883695049744853578e-02 -3.755767390650754933e-02 6.115471082031656569e-02 3.663047745543039635e-02 -3.383507756553501278e-02 -6.421636824190113391e-03 5.106762936981854017e-02 4.299776374547606417e-02 3.347163145836148934e-03 -4.357345902490650236e-03 4.108873345020497281e-03 7.286584082997690781e-03 3.689659461422398201e-03 -4.441066094214296545e-05 2.148195516436801622e-05
