1.000000000000000021e-02,8.917134156566409748e-04,2.454750860071920268e-03,2.590066796240058289e-04
1.400000000000000029e-02,1.255309338963664237e-03,3.499697471241205744e-03,2.431141745912451108e-04
1.800000000000000211e-02,1.617708852038965243e-03,4.544213289137098016e-03,2.294657559295201104e-04
2.199999999999999872e-02,1.980279429544424055e-03,5.588187490472502558e-03,2.225497781026097692e-04
2.600000000000000228e-02,2.341794115866669898e-03,6.633866666306303950e-03,1.992320609532693206e-04
2.999999999999999889e-02,2.702750880777034931e-03,7.678743887377445856e-03,1.860994758025032809e-04
3.400000000000000244e-02,3.062919527859942273e-03,8.724107091928516924e-03,1.723236709993085760e-04
3.799999999999999906e-02,3.422207464702764143e-03,9.768709236076086183e-03,1.555625198277192937e-04
4.200000000000000261e-02,3.780511960734948482e-03,1.081513683718442892e-02,1.413406783337198410e-04
